Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,Name,
"Riddell, Meghan",University of Alberta,Alberta,Project Grant,202209PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health 2",The contribution of uterine endothelial cell ageing to reproductive decline with advanced age,"$787,950 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2023/04/01,"uterine, endothelial, ageing",0,zN/A,0,zN/A,"Riddell, Meghan",
"Riddick, David S",University of Toronto,Ontario,Operating Grant,200809MOP,Pharmaceutical Sciences,Endogenous hormones as modulators and targets of polycyclic aromatic hydrocarbon action,"$685,110 ",$0 ,5 yrs 0 mth ,Population and Public Health,2009/04/01,"hormones, polycyclic aromatic hydrocarbons, modulators",0,zN/A,0,zN/A,"Riddick, David S",
"Riddick, David S",University of Toronto,Ontario,Operating Grant,201503MOP,Pharmaceutical Sciences,Cytochrome P450 suppression by environmental toxicants: mechanisms and consequences,"$410,886 ",$0 ,3 yrs 0 mth ,Population and Public Health,2015/10/01,"Cytochrome P450, toxicants, suppression",0,zN/A,0,zN/A,"Riddick, David S",
"Rideout, Elizabeth J",University of British Columbia,British Columbia,Project Grant,202203PJT,Cell and Developmental Physiology,Understanding sex differences in the neuronal control of whole-body fat storage and breakdown,"$677,026 ",$0 ,5 yrs 0 mth ,Gender and Health,2022/10/01,"sex differences, neuronal control, fat storage",0,zN/A,0,zN/A,"Rideout, Elizabeth J",
"Ridgway, Neale D",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,200903MOP,Metabolism,Elucidating the role of sterol transport by the oxysterol binding protein (OSBP) gene family in cellular cholesterol homeostasis,"$671,200 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2009/10/01,"sterol, oxysterol, cholesterol",0,zN/A,0,zN/A,"Ridgway, Neale D",
"Ridgway, Neale D",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201403MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Regulation of lipid/sterol flux in endocytic and exocytic pathways by oxysterol binding proteins,"$613,050 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2014/10/01,"lipid, sterol, oxysterol binding proteins",0,zN/A,0,zN/A,"Ridgway, Neale D",
"Ridgway, Neale D",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201403MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Understanding the essential role of phosphatidylcholine in cell transformation and differentiation,"$427,120 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2014/10/01,"phosphatidylcholine, cell transformation, differentiation",0,zN/A,0,zN/A,"Ridgway, Neale D",
"Ridgway, Neale D",Dalhousie University (Nova Scotia),Nova Scotia,Project Grant,201809PJT,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Identifying the regulatory functions of nuclear lipid synthesis and storage pathways,"$730,575 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2019/04/01,"nuclear lipid, synthesis, storage",0,zN/A,0,zN/A,"Ridgway, Neale D",
"Rieger, Jana M",University of Alberta,Alberta,Catalyst Grant: Biomedical & Clinical Approaches to Improving Quality of Life,200903SUR,Catalyst Grant: Biomedical & Clinical Approaches to Improving Quality of Life,"Establishment of a Canadian-based international research network to improve quality of life, communication, and economic outcomes in head and neck cancer survivors","$98,600 ","$1,400 ",1 yr 0 mth ,Cancer Research,3/1/2010,"head and neck cancer, research network, quality of life",0,zN/A,0,zN/A,"Rieger, Jana M",
"Riggs, Wayne K",University of British Columbia,British Columbia,Operating Grant,200809MOP,Pharmaceutical Sciences,Enzyme Variants as Biomarkers of Prostate Cancer and Anthracycline-based Cardiotoxicity.,"$440,222 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2009/04/01,"enzyme, biomarkers, prostate cancer",0,zN/A,0,zN/A,"Riggs, Wayne K",
"Rini, James M",University of Toronto,Ontario,Operating Grant,201209MOP,Biochemistry & Molecular Biology - A,Glycosyltransferases and their role in protein folding and quality control,"$932,925 ",$0 ,5 yrs 0 mth ,Genetics,2013/04/01,"Glycosyltransferases, protein folding, quality control",0,zN/A,0,zN/A,"Rini, James M",
"Rini, James M",University of Toronto,Ontario,Project Grant,201809PJT,Biochemistry & Molecular Biology - A,"Coronavirus Adaptation: Receptor Binding, Immune Evasion and Cross-Species Transmission","$952,425 ",$0 ,5 yrs 0 mth ,Genetics,2019/04/01,"Receptor Binding, Immune Evasion, Cross-Species Transmission",0,zN/A,0,zN/A,"Rini, James M",
"Rini, James M",University of Toronto,Ontario,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Neutralizing Antibodies as SARS-CoV-2 Therapeutics,"$535,318 ",$0 ,2 yrs 0 mth ,Infection and Immunity,4/1/2020,"Antibodies, SARS-CoV-2, Neutralizing",2,zN/A,0,zN/A,"Rini, James M",
"Rioux, France M",University of Ottawa,Ontario,Operating Grant,201103MOP,"Nutrition, Food & Health",Impact of maternal iron deficiency during pregnancy on the offspring's CNS development,"$293,618 ",$0 ,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2011/10/01,"iron deficiency, CNS development, pregnancy",0,zN/A,0,zN/A,"Rioux, France M",
"Rioux, John D",Montreal Heart Institute,Quebec,Project Grant,202010PJT,Genetics,Identifying and functionally validating IBD genes and variants impacting intestinal epithelial barrier integrity,"$849,150 ",$0 ,5 yrs 0 mth ,Genetics,2021/03/01,"IBD, genes, barrier integrity",1,zN/A,0,zN/A,"Rioux, John D",
"Rioux, Kevin P",University of Calgary,Alberta,Catalyst Grant: Human Microbiome,200808CHM,Catalyst Grant: Human Microbiome,Characterizing the fecal microbiome and bacteria-derived volatile organic compounds in patients with nonalcoholic fatty liver disease (NAFLD),"$93,999 ","$2,000 ",1 yr 0 mth ,Infection and Immunity,3/1/2009,"fecal microbiome, bacteria-derived compounds, NAFLD",0,zN/A,0,zN/A,"Rioux, Kevin P",
"Rivard, Alain",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Operating Grant,201203MOP,Cardiovascular System - C: Vascular System,Modulation of ischemia-induced postnatal neovascularization by clinical phenotype and oxidative stress: Role of micro RNAs,"$618,785 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2012/10/01,"ischemia, neovascularization, micro RNAs",0,zN/A,0,zN/A,"Rivard, Alain",
"Rivard, Alain",Centre hospitalier de l'Universite de Montreal (CHUM),Quebec,Project Grant,202003PJT,Cardiovascular System - C: Vascular System,Extracellular vesicles and their miR cargo to enhance ischemia-induced neovascularization in peripheral artery disease,"$753,526 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2020/10/01,"extracellular vesicles, miR cargo, neovascularization",0,zN/A,0,zN/A,"Rivard, Alain",
"Rivard, Nathalie",Universite de Sherbrooke,Quebec,Operating Grant,201109MOP,Molecular & Cellular Biology of Cancer,Regulation and role of the ERK signalling in colorectal carcinogenesis,"$688,318 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2012/04/01,"ERK, signalling, colorectal",0,zN/A,0,zN/A,"Rivard, Nathalie",
"Rivard, Nathalie",Universite de Sherbrooke,Quebec,Operating Grant,201503MOP,"Hematology, Digestive Disease & Kidney",The role of SHP-2 in the pathogenesis of inflammatory bowel disease,"$657,641 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2015/10/01,"SHP-2, inflammatory bowel disease, pathogenesis",0,zN/A,0,zN/A,"Rivard, Nathalie",
"Rivard, Nathalie",Universite de Sherbrooke,Quebec,Project Grant,201804PJT,Molecular & Cellular Biology of Cancer,A critical role of Dual Specificity Phosphatase-4 in intestinal oncogenesis ?,"$100,000 ",$0 ,1 yr 0 mth ,Cancer Research,2018/10/01,"Dual Specificity Phosphatase, Oncogenesis, Intestinal",0,zN/A,0,zN/A,"Rivard, Nathalie",
"Rivard, Nathalie",Universite de Sherbrooke,Quebec,Project Grant,201903PJT,Molecular & Cellular Biology of Cancer,A critical role for DUal Specificity Phosphatase 4 in intestinal oncogenesis?,"$803,250 ",$0 ,5 yrs 0 mth ,Cancer Research,2019/10/01,"Dual Specificity Phosphatase, oncogenesis, intestine",0,zN/A,0,zN/A,"Rivard, Nathalie",
"Rivard, Nathalie",Universite de Sherbrooke,Quebec,Project Grant,202303PJT,"Hematology, Digestive Disease & Kidney",Understanding the interplay between Shp-2 and microbiota in colonic inflammation,"$994,500 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2023/10/01,"Shp-2, microbiota, colonic inflammation",0,zN/A,0,zN/A,"Rivard, Nathalie",
"Rivest, Serge",Universite Laval,Quebec,Operating Grant,200909MOP,Endocrinology,Molecular mechanisms involved in the neuroendocrine-immune interaction,"$917,050 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/04/01,"molecular, neuroendocrine, immune",0,zN/A,0,zN/A,"Rivest, Serge",
"Rivest, Serge",Universite Laval,Quebec,Operating Grant,201003MOP,Pharmaceutical Sciences,Therapeutic properties of the innate immune response by microglia,"$827,020 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2010/10/01,"microglia, innate immune, therapeutic",1,zN/A,0,zN/A,"Rivest, Serge",
"Rizvi, Sakina",Unity Health Toronto,Ontario,Project Grant,201809PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Characterizing Dopamine D2 and D3 Receptor Binding in Treatment Resistant Depression,"$317,476 ",$0 ,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/04/01,"Dopamine, Receptor, Depression",0,zN/A,0,zN/A,"Rizvi, Sakina",
"Rizvi, Sakina",Unity Health Toronto,Ontario,Op Gr: COVID-19 MH/SU - Developing Innovative Adaptations of Services/Delivery,202007MS2,COVID-19 Mental Health & Substance Use Service Needs and Delivery,"Mitigating suicide risk during the COVID-19 pandemic via telehealth using an intensive single session of ""Brief Skills for Safer Living""","$193,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",9/1/2020,"suicide risk, telehealth, brief skills",0,zN/A,0,zN/A,"Rizvi, Sakina",
"Rizvi, Sakina",Unity Health Toronto,Ontario,Project Grant,202210PJT,Behavioural Sciences - B-2,An fMRI study investigating pain processing to understand mechanisms of suicide risk,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2023/03/01,"fMRI,pain,suicide",0,zN/A,0,zN/A,"Rizvi, Sakina",
"Roach, Koren E",University of Calgary,Alberta,Project Grant,202403PJT,Tri-Agency Interdisciplinary - CIHR TIR,Revolutionizing Musculoskeletal Care: Interdisciplinary Advancement of Dual Fluoroscopy Technology for Precision Diagnosis and Targeted Intervention in Osteoarthritis,"$631,126 ",$0 ,5 yrs 0 mth ,Musculoskeletal Health and Arthritis,2024/10/01,"Fluoroscopy, Osteoarthritis, Diagnosis",0,zN/A,0,zN/A,"Roach, Koren E",
"Robaire, Bernard",McGill University,Quebec,Operating Grant,201109MOP,Pharmacology & Toxicology,Drug-induced molecular changes in male germ cell chromatin: Consequences to the embryo,"$795,960 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2012/04/01,"molecular changes, germ cell, chromatin",0,zN/A,0,zN/A,"Robaire, Bernard",
"Robbins, Clinton S",University Health Network (Toronto),Ontario,Operating Grant,201309MOP,Cardiovascular System - C: Vascular System,Local Proliferation Dominates Lesional Macrophage Accumulation in Established Atherosclerosis,"$626,770 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2014/04/01,"Proliferation, Macrophage, Atherosclerosis",0,zN/A,0,zN/A,"Robbins, Clinton S",
"Robbins, Clinton S",University Health Network (Toronto),Ontario,Project Grant,201909PJT,Cardiovascular System - C: Vascular System,Investigation of CSF1 hematopoietic niches in atherosclerosis,"$803,250 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2020/04/01,"CSF1, hematopoietic, atherosclerosis",0,zN/A,0,zN/A,"Robbins, Clinton S",
"Robbins, Clinton S",University Health Network (Toronto),Ontario,Project Grant,202104PJT,Cardiovascular System - B: Heart and Circulation,Defining the role of cardiovascular co-morbidity in COVID-19 disease pathogenesis,"$1,063,350 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2021/10/01,"cardiovascular, COVID-19, co-morbidity",0,zN/A,0,zN/A,"Robbins, Clinton S",
"Robbins, Clinton S",University Health Network (Toronto),Ontario,Project Grant,202210PJT,Cardiovascular System - C: Vascular System,"Atherosclerotic process drives arterial damage, abdominal aortic aneurysm formation, and rupture","$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,2023/03/01,"atherosclerosis, arterial damage, aneurysm",0,zN/A,0,zN/A,"Robbins, Clinton S",
"Robbins, Clinton S",University Health Network (Toronto),Ontario,Project Grant,202309PJT,Cardiovascular System - C: Vascular System,Unveiling the Mechanisms of Cigarette Smoking-Induced Abdominal Aortic Aneurysms: A Focus on Atherosclerosis and Macrophage Subtypes,"$967,725 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2024/04/01,"Cigarette smoking, Abdominal Aortic Aneurysms, Atherosclerosis",0,zN/A,0,zN/A,"Robbins, Clinton S",
"Roberge, Pasquale",Universite de Sherbrooke,Quebec,Operating Grant,201405MOP,Health Services Evaluation & Interventions Research 2,A pragmatic randomized controlled trial of group transdiagnostic cognitive-behaviour therapy for anxiety disorders in primary care,"$100,000 ",$0 ,1 yr 0 mth ,Health Services and Policy Research,2014/10/01,"cognitive-behaviour therapy, anxiety disorders, primary care",0,zN/A,0,zN/A,"Roberge, Pasquale",
"Roberge, Pasquale",Universite de Sherbrooke,Quebec,Operating Grant,201503MOP,Health Services Evaluation & Interventions Research 3,A pragmatic randomized controlled trial of group transdiagnostic cognitive-behaviour therapy for anxiety disorders in primary care,"$700,184 ",$0 ,4 yrs 0 mth ,Health Services and Policy Research,2015/10/01,"cognitive-behaviour therapy, anxiety disorders, primary care",0,zN/A,0,zN/A,"Roberge, Pasquale",
"Robert, Claude",Universite Laval,Quebec,"Catalyst Grant - CEEHRC Epigenetics, Environment & Health",201111CAP,"Catalyst Grant: CEEHRC Epigenetics, Environment and Health",Emergence of long non-coding RNAs as an epigenetic mark influenced by environmental conditions impacting early development,"$99,887 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",3/1/2012,"long non-coding RNAs, epigenetic, development",1,zN/A,0,zN/A,"Robert, Claude",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201003MOP,Genomics: Systems and computational biology,Deciphering epigenetics plasticity during hematopoietic stem cell differentiation,"$882,575 ",$0 ,5 yrs 0 mth ,Cancer Research,2010/10/01,"epigenetics, hematopoietic stem cells, differentiation",0,zN/A,0,zN/A,"Robert, Franeois",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Operating Grant,201309MOP,Biochemistry & Molecular Biology - B,"Dissecting the writers, readers and function of the RNAPII CTD code","$555,124 ",$0 ,5 yrs 0 mth ,Cancer Research,2014/04/01,"RNAPII, CTD, code",0,zN/A,0,zN/A,"Robert, Franeois",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Project Grant,201709PJT,Biochemistry & Molecular Biology - B,Dissecting the function and mechanisms of the Mediator Kinase module,"$845,325 ",$0 ,5 yrs 0 mth ,Genetics,2018/04/01,"Mediator, Kinase, module",0,zN/A,0,zN/A,"Robert, Franeois",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Project Grant,201809PJT,Biochemistry & Molecular Biology - B,Disentangling the intricate functions of the RNA polymerase II CTD,"$776,475 ",$0 ,5 yrs 0 mth ,Genetics,2019/04/01,"RNA polymerase, CTD, transcription",0,zN/A,0,zN/A,"Robert, Franeois",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202309PJT,Biochemistry & Molecular Biology - B,The Roles of IDRs in the Function of Cdk8 in Transcription,"$784,125 ",$0 ,5 yrs 0 mth ,Genetics,2024/04/01,"IDRs, Cdk8, Transcription",0,zN/A,0,zN/A,"Robert, Franeois",
"Robert, Franeois",Institut de recherches cliniques de Montreal,Quebec,Project Grant,202403PJT,Biochemistry & Molecular Biology - B,A Multi-scale Mechanism for the RNAPII CTD,"$933,300 ",$0 ,5 yrs 0 mth ,Genetics,2024/10/01,"RNAPII, CTD, multi-scale",0,zN/A,0,zN/A,"Robert, Franeois",
"Roberts, Jason D",Western University (Ontario),Ontario,Project Grant,201803PJT,Clinical Investigation - D: Cardiovascular Systems,The Role of Electrophysiology Testing in Survivors of Unexplained Cardiac Arrest: The EPS ARREST Study,"$180,000 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2018/10/01,"Electrophysiology, Cardiac Arrest, Survivors",0,zN/A,0,zN/A,"Roberts, Jason D",
"Roberts, Jason D",McMaster University,Ontario,Project Grant,202203PJT,Cardiovascular System - B: Heart and Circulation,RYR2-targeted Gene Therapies for Treating Catecholaminergic Polymorphic Ventricular Tachycardia,"$1,067,176 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2022/10/01,"RYR2, gene therapy, ventricular tachycardia",0,zN/A,0,zN/A,"Roberts, Jason D",
"Roberts, Jason D",McMaster University,Ontario,Project Grant,202303PJT,Clinical Investigation - D: Cardiovascular Systems,Calcium Release Deficiency Syndrome: Establishing a Clinical Diagnostic Test and an International Registry,"$1,071,000 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2023/10/01,"Calcium release, Diagnostic test, Registry",0,zN/A,0,zN/A,"Roberts, Jason D",
"Robertson, Harold A",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201010MOP,Systems & Clinical Neurosciences - C,Early and preclinical diagnosis of Parkinson's disease using olfactory testing and Diffusion Tensor Imaging of olfactory bulb and substantia nigra.,"$98,325 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2011/03/01,"Parkinson's, olfactory testing, Diffusion Tensor Imaging",0,zN/A,0,zN/A,"Robertson, Harold A",
"Robertson, Harold A",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201110MOP,Systems & Circuits Neurosciences - A,Early and preclinical diagnosis of Parkinson's disease using olfactory testing and Diffusion Tensor Imaging of olfactory bulb and substantia nigra.,"$100,000 ",$0 ,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",2012/03/01,"Parkinson's, olfactory testing, Diffusion Tensor Imaging",0,zN/A,0,zN/A,"Robertson, Harold A",
