Name,Institution_Paid,Province,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months,title_keywords,Primary_Institute,Research_Categories,Funding_Start,Funding_End,patents
"Juncker, David",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Multidimensional separation isolation and characterization of circulating tumour cells,"$343,124",$0,,,3 yrs 0 mth ,"multidimensional separation, circulating tumour cells, isolation",Cancer Research,BREAST CANCER; CANCER,2013-04-01,2016-03-31,1
"Bouvier, Michel",Universite de Montreal,Quebec,Operating Grant: Industry-partnered Collaborative Research,201403IPR,Industry Partnered Collaborative Research,Exploring GPCR functional selectivity for anti-inflammatory drugs,"$116,000",$0,,,2 yrs 0 mth ,"GPCR, selectivity, anti-inflammatory",Genetics,CHRONIC INFLAMMATORY BOWEL DISEASE; ARTHRITIS/OSTEOARTHRITIS; DRUG RESEARCH; CELL BIOLOGY,2014-10-01,2016-06-30,1
"Mousavi, Parvin","Queen's University (Kingston, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,RF Time Series Flashlight for Targeted Prostate Biopsy,"$126,440",$0,,,3 yrs 0 mth ,"RF, Time Series, Biopsy",Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; IMAGING,2014-04-01,2017-03-31,2
"Zehbe, Ingeborg","Lakehead University (Thunder Bay, Ontario)",Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,High intensity focused ultrasound and newly engineered single domain antibodies for non-invasive treatment of human papillomavirus-related cervical cancer,"$226,870",$0,,,3 yrs 0 mth ,"ultrasound, antibodies, cervical cancer",Cancer Research,CANCER THERAPY GENERAL; GENITO/URINARY SYSTEM; CANCER; VIROLOGY,2015-04-01,2018-03-31,0
"Collins, Donald L",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Achieving precision in Image-guided Neurosurgery via an open source collaborative software environment,"$650,227",$0,,,3 yrs 0 mth ,"Image-guided, Neurosurgery, Software","Neurosciences, Mental Health and Addiction",MULTIPLE DISEASE RELEVANCE; BRAIN TUMORS (INCL. RETINAL TUMORS); IMAGING; NERVOUS SYSTEM,2018-04-01,2021-03-31,0
"Sefton, Michael V",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Vascularized regenerative biomaterials for medical devices and cell therapy,"$235,413",$0,,,3 yrs 0 mth ,"Vascularized, biomaterials, cell therapy",Infection and Immunity,DIABETES MELLITUS; IMMUNOLOGY-TRANSPLANTATION; METABOLISM/DIABETES,2016-04-01,2019-03-31,0
"Freed, Darren H",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an ex vivo heart perfusion system for pre-transplant preservation and evaluation of donor hearts,"$315,794",$0,,,3 yrs 0 mth ,"heart perfusion, ex vivo, donor preservation",Circulatory and Respiratory Health,"CARDIOLOGY; STROKE, HEART FAILURE; CARDIOVASCULAR; IMMUNOLOGY-TRANSPLANTATION",2017-04-01,2020-03-31,5
"Sinton, David A",University of Victoria (British Columbia),British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,High-throughput sperm motility assay and automated selection for clinical in vitro fertilization,"$244,500",$0,,,3 yrs 0 mth ,"sperm motility, assay, in vitro fertilization",,,2011-04-01,2014-03-31,6
"Hatcher, Simon",University of Ottawa,Ontario,Catalyst Grant: eHealth Innovations,201310CEH,e-Health Innovation Partnership Program (eHIPP),Can e-therapies reduce waiting lists in secondary mental health care? A randomised controlled trial,"$89,988",$0,,,1 yr 0 mth ,"e-therapies, mental health, waiting lists",Health Services and Policy Research,DEPRESSION; HEALTH CARE DELIVERY; MENTAL HEALTH; PSYCHOSOCIAL/HEALTH BEHAVIOURAL RES.,2014-03-01,2015-02-28,0
"Yuen, Darren A",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,"""Using """"enhanced ultrasound"""" to help select the best kidneys for transplantation""","$491,750",$0,,,3 yrs 0 mth ,"ultrasound, kidneys, transplantation","Nutrition, Metabolism and Diabetes","GENITO/URINARY SYSTEM; MULTIDISCIPLINARY; RENAL FUNCTION, NEPHROLOGY, UROLOGY; IMAGING",2019-04-01,2022-03-31,3
"Genov, Roman",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Patient-Specific Adaptive Closed-Loop Neurostimulation for Optimum Treatment of Intractable Epilepsy,"$232,200",$0,,,3 yrs 0 mth ,"Neurostimulation, Closed-Loop, Epilepsy","Neurosciences, Mental Health and Addiction",EPILEPSY; NERVOUS SYSTEM,2016-04-01,2019-03-31,4
"Li, Liang",University of Alberta,Alberta,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Discovery of biomarkers of alzheimer's disease using comprehensive and quantitative metabolomics,"$396,500",$0,,,3 yrs 0 mth ,"biomarkers, alzheimer's, metabolomics",,,2012-04-01,2015-03-31,0
"Mostafavi, Mir Abolfazl",Universite Laval,Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a mobile multimodal assistive technology for the navigation of persons with disabilities in urban area,"$229,983",$0,,,3 yrs 0 mth ,"mobile, multimodal, assistive",Population and Public Health,MULTIDISCIPLINARY; ENVIRONMENTAL INFLUENCES ON HEALTH; HEALTH SERVICES RESEARCH,2013-04-01,2016-03-31,0
"Despres, Philippe",Universite de Montreal,Quebec,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an automated blood counter for quantitative molecular imaging applications,"$122,550",$0,,,3 yrs 0 mth ,"blood, counter, molecular imaging",Unable to allocate,NONE OF THE ABOVE; NOT CLASSIFIED,2010-04-01,2014-03-31,1
"Yudin, Andrei",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a lead boron-containing ClpP inhibitor for AML therapy,"$299,046",$0,,,3 yrs 0 mth ,"lead, boron, ClpP",Cancer Research,CANCER THERAPY GENERAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER; DRUG RESEARCH,2015-04-01,2018-03-31,0
"Kennedy, Timothy E",McGill University,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Bio-integrated fully implantable peripheral nerve electrode for functional upper limb prostheses,"$247,080",$0,,,3 yrs 0 mth ,"bio-integrated, nerve electrode, prostheses","Neurosciences, Mental Health and Addiction",CNS ORGANIC; NERVOUS SYSTEM,2016-04-01,2019-03-31,0
