Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Funding_Start,title_keywords,patents,companies,companies_count,company_position,grant_id,researcher_id
"Marzban, Lucy",University of British Columbia,British Columbia,Operating Grant,201209MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Molecular mechanisms of islet amyloid mediated beta cell death,"$627,000 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2013/04/01,"islet amyloid, beta cell, molecular mechanisms",0,zN/A,0,zN/A,4906,2400
"Masellis, Mario","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Operating Grant,201403MOP,Behavioural Sciences - B: Clinical Behavioural Sciences,Genetic Frontotemporal Dementia Initiative (GENFI) in Canada,"$932,818 ",$0 ,5 yrs 0 mth ,Aging,2014/10/01,"Genetic, Frontotemporal Dementia, Canada",0,zN/A,0,zN/A,4907,2401
"Masellis, Mario","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202010PJT,Behavioural Sciences - B-2,"Genetic Frontotemporal Dementia Initiative (GENFI) in Canada: Combined Investigation of Clinical, MRI, Genomic, and Epigenomic Biomarkers","$1,128,375 ",$0 ,5 yrs 0 mth ,Aging,2021/03/01,"Genetic, MRI, Biomarkers",0,zN/A,0,zN/A,4908,2401
"Mason, Andrew L",University of Alberta,Alberta,Operating Grant,200903MOP,Experimental Medicine,Translational studies to test potential therapies for patients with primary biliary cirrhosis,"$382,319 ",$0 ,3 yrs 0 mth ,Infection and Immunity,2009/10/01,"translational, therapies, primary biliary cirrhosis",0,zN/A,0,zN/A,4909,2402
"Mason, Andrew L",University of Alberta,Alberta,Operating Grant,201103MOP,"Hematology, Digestive Disease & Kidney",Isolation of a novel human retrovirus associated with primary biliary cirrhosis and fulfillment of koch's postulates in vitro,"$426,221 ",$0 ,3 yrs 0 mth ,Infection and Immunity,2011/10/01,"retrovirus, biliary cirrhosis, in vitro",0,zN/A,0,zN/A,4910,2402
"Mason, Andrew L",University of Alberta,Alberta,Operating Grant,201103MOP,"Hematology, Digestive Disease & Kidney",Isolation of a novel human retrovirus associated with primary biliary cirrhosis and fulfillment of koch's postulates in vitro,"$426,221 ",$0 ,3 yrs 0 mth ,Gender and Health,2011/10/01,"retrovirus, biliary cirrhosis, in vitro",0,zN/A,0,zN/A,4911,2402
"Mason, Andrew L",University of Alberta,Alberta,Operating Grant,201103MOP,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems",Pilot study of highly active anti-retroviral therapy for patients with primary biliary cirrhosis,"$506,269 ",$0 ,4 yrs 0 mth ,Infection and Immunity,2011/10/01,"anti-retroviral, biliary cirrhosis, therapy",0,zN/A,0,zN/A,4912,2402
"Mason, Andrew L",University of Alberta,Alberta,Operating Grant,201403MOP,"Hematology, Digestive Disease & Kidney",Translational studies to test potential therapies for patients with primary biliary cirrhosis,"$768,058 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2014/10/01,"translational, therapies, primary biliary cirrhosis",0,zN/A,0,zN/A,4913,2402
"Mason, Andrew L",University of Alberta,Alberta,Project Grant,201709PJT,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems","Pilot study of emtricitabine, tenofovir alafenamide and raltegravir for patients with primary biliary cholangitis","$703,800 ",$0 ,4 yrs 0 mth ,Infection and Immunity,2018/04/01,"emtricitabine, tenofovir, raltegravir",2,zN/A,0,zN/A,4914,2402
"Masse, Eric",Universite de Sherbrooke,Quebec,Operating Grant,201203MOP,Biochemistry & Molecular Biology - B,Physiology and Biochemistry of small regulatory RNAs,"$695,651 ",$0 ,5 yrs 0 mth ,Genetics,2012/10/01,"small regulatory RNAs, physiology, biochemistry",0,zN/A,0,zN/A,4915,2403
"Masse, Eric",Universite de Sherbrooke,Quebec,Operating Grant,201203MOP,Biochemistry & Molecular Biology - B,Physiology and Biochemistry of small regulatory RNAs,"$695,651 ",$0 ,5 yrs 0 mth ,Genetics,2012/10/01,"small regulatory RNAs, physiology, biochemistry",0,zN/A,0,zN/A,4916,2403
"Masse, Eric",Universite de Sherbrooke,Quebec,Project Grant,201709PJT,Biochemistry & Molecular Biology - B,Physiology and biochemistry of small regulatory RNAs,"$738,225 ",$0 ,5 yrs 0 mth ,Genetics,2018/04/01,"physiology, biochemistry, regulatory RNAs",0,zN/A,0,zN/A,4917,2403
"Masse, Eric",Universite de Sherbrooke,Quebec,Project Grant,201709PJT,Biochemistry & Molecular Biology - B,Physiology and biochemistry of small regulatory RNAs,"$738,225 ",$0 ,5 yrs 0 mth ,Genetics,2018/04/01,"physiology, biochemistry, regulatory RNAs",0,zN/A,0,zN/A,4918,2403
"Masson, Jean-Yves",Universite Laval,Quebec,Project Grant,202403PJT,Molecular & Cellular Biology of Cancer,Roles of the tumor suppressor PALB2 at the intersection of DNA repair and synthetic lethal strategies in cancer,"$1,143,676 ",$0 ,5 yrs 0 mth ,Genetics,2024/10/01,"PALB2, DNA repair, cancer",0,zN/A,0,zN/A,4919,2404
"Mathew, Rebecca",Ottawa Heart Institute Research Corporation (Ontario),Ontario,Project Grant,202303PJT,Clinical Investigation - D: Cardiovascular Systems,Inotrope versus Placebo Therapy for Cardiogenic Shock,"$447,526 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2023/10/01,"Inotrope, Cardiogenic Shock, Therapy",0,zN/A,0,zN/A,4920,2405
"Mathieu, Marie-Eve",Universite de Montreal,Quebec,Project Grant,201903PJT,"Nutrition, Food & Health",Novel role of exercise timing to improve obesity prevention and treatment,"$275,400 ",$0 ,4 yrs 0 mth ,"Human Development, Child and Youth Health",2019/10/01,"exercise, obesity, timing",0,zN/A,0,zN/A,4921,2406
"Mathieu, Patrick",Universite Laval,Quebec,Operating Grant,201103MOP,Cardiovascular System - B: Heart and Circulation,The role of ectonucleotidase in the calcification of the aortic valve,"$640,473 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"ectonucleotidase, calcification, aortic valve",1,zN/A,0,zN/A,4922,2407
"Mathieu, Patrick",Universite Laval,Quebec,Operating Grant,201303MOP,Clinical Investigation - D: Cardiovascular Systems,Implication of atherosclerotic pathways and metabolic risk factors in the structural deterioration of bioprosthetic heart valves-II,"$834,023 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2013/10/01,"atherosclerosis, metabolic, heart valves",0,zN/A,0,zN/A,4923,2407
"Mathieu, Patrick",Universite Laval,Quebec,Operating Grant,201503MOP,Cardiovascular System - B: Heart and Circulation,Genetic imprinting in calcific aortic valve disease: role of H19,"$354,002 ",$0 ,3 yrs 0 mth ,Circulatory and Respiratory Health,2015/10/01,"genetic imprinting, calcific aortic valve, H19",0,zN/A,0,zN/A,4924,2407
"Mathieu, Patrick",Universite Laval,Quebec,Project Grant,201803PJT,Genetics,Functional and clinical characterization of PALMD calcific aortic valve stenosis risk locus,"$742,050 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2018/10/01,"PALMD, calcific aortic valve, stenosis",0,zN/A,0,zN/A,4925,2407
"Mathieu, Patrick",Universite Laval,Quebec,Project Grant,202309PJT,Genetics,Molecular and Genetic Epidemiology to Understand Mitral Valve Prolapse,"$1,025,100 ",$0 ,5 yrs 0 mth ,Genetics,2024/04/01,"Molecular, Genetic, Mitral Valve",0,zN/A,0,zN/A,4926,2407
"Matino, Davide",McMaster University,Ontario,Project Grant,202210PJT,"Hematology, Digestive Disease & Kidney",Exploring the role of extravascular factor IX in hemostasis in hemophilia B,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,2023/03/01,"factor IX, hemostasis, hemophilia B",0,zN/A,0,zN/A,4927,2408
"Matino, Davide",McMaster University,Ontario,Project Grant,202303PJT,"Hematology, Digestive Disease & Kidney",Exploring the role of extravascular factor IX in hemostasis in hemophilia B,"$680,850 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2023/10/01,"factor IX, hemostasis, hemophilia B",0,zN/A,0,zN/A,4928,2408
"Matlashewski, Gregory J",McGill University,Quebec,Operating Grant,201209MOP,Microbiology & Infectious Diseases,Control of Leishmania Pathogenesis,"$734,485 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2013/04/01,"Leishmania, Pathogenesis",1,zN/A,0,zN/A,4929,2409
"Matlashewski, Gregory J",McGill University,Quebec,Operating Grant,201209MOP,Microbiology & Infectious Diseases,Control of Leishmania Pathogenesis,"$734,485 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2013/04/01,"Leishmania, Pathogenesis",0,zN/A,0,zN/A,4930,2409
"Matlashewski, Gregory J",McGill University,Quebec,Project Grant,202403PJT,Microbiology & Infectious Diseases,Leishmania genome hybridization and disease tropism,"$780,300 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2024/10/01,"Leishmania, genome, tropism",0,zN/A,0,zN/A,4931,2409
"Matsubara, Joanne A",University of British Columbia,British Columbia,Operating Grant,200903MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Pathogenesis of age-related macular degeneration (AMD),"$748,600 ",$0 ,5 yrs 0 mth ,Aging,2009/10/01,"macular degeneration, age-related, pathogenesis",1,zN/A,0,zN/A,4932,2410
"Matsubara, Joanne A",University of British Columbia,British Columbia,Operating Grant,201209MOP,Systems & Circuits Neurosciences - A,Activation of Metalloproteinases in AMD - A Novel Strategy for Treatment,"$656,303 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2013/04/01,"Metalloproteinases, AMD",0,zN/A,0,zN/A,4933,2410
"Matsuuchi, Linda",University of British Columbia,British Columbia,Operating Grant,201009MOP,Molecular & Cellular Biology of Cancer,The Role of Gap Junction Proteins in Immune Cells and Tumors,"$708,440 ",$0 ,5 yrs 0 mth ,Cancer Research,2011/04/01,"Gap junctions, Proteins, Immune cells",0,zN/A,0,zN/A,4934,2411
"Mattar, Pierre Adel",Ottawa Hospital Research Institute,Ontario,Project Grant,201903PJT,Molecular & Cellular Neurosciences - B,Molecular dissection of temporal competence in neural progenitors,"$692,326 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2019/10/01,"molecular, neural, progenitors",1,zN/A,0,zN/A,4935,2412
"Mattar, Pierre Adel",Ottawa Hospital Research Institute,Ontario,Project Grant,201903PJT,Biochemistry & Molecular Biology - B,Molecular mechanisms controlling photoreceptor genome organization and neurodegeneration,"$692,326 ",$0 ,5 yrs 0 mth ,Genetics,2019/10/01,"molecular, photoreceptor, neurodegeneration",0,zN/A,0,zN/A,4936,2412
"Matthews, Benjamin J",University of British Columbia,British Columbia,Project Grant,202309PJT,Behavioural Sciences - A: Neurobiological Basis of Behavioural Processes,Dissecting the gustatory and mechanosensory basis of feeding and egg-laying behaviour in disease-vectoring mosquitoes,"$810,900 ",$0 ,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",2024/04/01,"gustatory, mechanosensory, mosquitoes",0,zN/A,0,zN/A,4937,2413
"Matthews, Jason",University of Toronto,Ontario,Operating Grant,200909MOP,Pharmacology & Toxicology,Regulation of gene expression by aryl hydrocarbon receptor and estrogen receptor alpha,"$627,805 ",$0 ,5 yrs 0 mth ,Cancer Research,2010/04/01,"gene expression, aryl hydrocarbon receptor, estrogen receptor",0,zN/A,0,zN/A,4938,2414
"Matthews, Jason",University of Toronto,Ontario,Operating Grant,201209MOP,Pharmacology & Toxicology,TiPARP is a mono-ADP-ribose transferase and a repressor of aryl hydrocarbon receptor activity,"$645,574 ",$0 ,5 yrs 0 mth ,Cancer Research,2013/04/01,"TiPARP, mono-ADP-ribose, aryl hydrocarbon receptor",0,zN/A,0,zN/A,4939,2414
"Matthews, Stephen G",University of Toronto,Ontario,Operating Grant,200903MOP,Endocrinology,Transgenerational Effects of Antenatal Glucocorticoid Treatment: Mechanisms of Programming,"$479,331 ",$0 ,3 yrs 0 mth ,"Human Development, Child and Youth Health",2009/10/01,"Antenatal, Glucocorticoid, Programming",0,zN/A,0,zN/A,4940,2415
"Matthews, Stephen G",University of Toronto,Ontario,Operating Grant,201003MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Multidrug resistance in pregnancy,"$1,029,825 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2010/10/01,"multidrug resistance, pregnancy",0,zN/A,0,zN/A,4941,2415
"Matthews, Stephen G",University of Toronto,Ontario,Operating Grant,201103MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Multidrug Resistance in the Developing Blood Brain Barrier: Fetal Brain Protection,"$925,615 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2011/10/01,"multidrug resistance, blood-brain barrier, fetal brain",0,zN/A,0,zN/A,4942,2415
"Matthews, Stephen G",University of Toronto,Ontario,Operating Grant,201103MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Multidrug Resistance in the Developing Blood Brain Barrier: Fetal Brain Protection,"$925,615 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2011/10/01,"multidrug resistance, blood-brain barrier, fetal brain",0,zN/A,0,zN/A,4943,2415
"Matthews, Stephen G",University of Toronto,Ontario,Operating Grant,201209MOP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Transgenerational Effects of Antenatal Glucocorticoid Treatment: Mechanisms of Programming,"$783,980 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2013/04/01,"Antenatal, Glucocorticoid, Programming",0,zN/A,0,zN/A,4944,2415
"Matthews, Stephen G",University of Toronto,Ontario,Project Grant,202304PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health 2",Drug Transporters and Protection of the Developing Brain,"$100,000 ",$0 ,1 yr 0 mth ,"Human Development, Child and Youth Health",2023/10/01,"Drug transporters, brain protection, developing brain",0,zN/A,0,zN/A,4945,2415
"Matthews, Stephen G",University of Toronto,Ontario,Project Grant,202309PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Drug Transporters and Protection of the Developing Brain,"$1,086,300 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2024/04/01,"Drug transporters, brain protection, developing brain",0,zN/A,0,zN/A,4946,2415
"Maurice, Corinne F",McGill University,Quebec,Project Grant,202010PJT,"Clinical Investigation - C: Digestive, Endocrine and Excretory Systems",Understanding the role of gut bacteriophages in child stunting,"$925,650 ",$0 ,5 yrs 0 mth ,"Human Development, Child and Youth Health",2021/03/01,"gut, bacteriophages, stunting",0,zN/A,0,zN/A,4947,2416
"Maurice, Donald H","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201010MOP,Cardiovascular System - C: Vascular System,Compartment specific cyclic nucleotide signaling and control of mural cell vascular functions,"$100,000 ",$0 ,1 yr 0 mth ,Circulatory and Respiratory Health,2011/03/01,"cyclic nucleotide, signaling, vascular",0,zN/A,0,zN/A,4948,2417
"Maurice, Donald H","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201103MOP,Cardiovascular System - C: Vascular System,Compartment specific cyclic nucleotide signaling and control of mural cell vascular functions,"$650,254 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2011/10/01,"cyclic nucleotide, signaling, vascular",0,zN/A,0,zN/A,4949,2417
"Maurice, Donald H","Queen's University (Kingston, Ontario)",Ontario,Operating Grant,201203MOP,Cardiovascular System - C: Vascular System,Vascular Endothelial Cell Activators and Shear Stresses in Health and Disease,"$755,054 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2012/10/01,"Vascular, Endothelial, Shear Stresses",0,zN/A,0,zN/A,4950,2417
"Maurice, Donald H","Queen's University (Kingston, Ontario)",Ontario,Project Grant,201709PJT,Cardiovascular System - C: Vascular System,Compartmented cAMP signalling Regulates Human Arterial Endothelial Cell Inflammatory and Angiogenic Responses,"$680,850 ",$0 ,5 yrs 0 mth ,Circulatory and Respiratory Health,2018/04/01,"cAMP, endothelial cells, angiogenic",0,zN/A,0,zN/A,4951,2417
"Maxwell, Christopher A",University of British Columbia,British Columbia,Project Grant,201909PJT,Cell Biology - Molecular/Fundamental,Mechanisms that impact the cell division axis and phenotype for BRCA1-mutant mammary epithelial cells.,"$837,675 ",$0 ,5 yrs 0 mth ,Cancer Research,2020/04/01,"cell division, BRCA1, mammary epithelial",0,zN/A,0,zN/A,4952,2418
"Maxwell, Karen L",University of Toronto,Ontario,Project Grant,201903PJT,Microbiology & Infectious Diseases,Investigation of phage-derived contributions to bacterial fitness and virulence,"$975,376 ",$0 ,5 yrs 0 mth ,Genetics,2019/10/01,"phage, bacteria, virulence",0,zN/A,0,zN/A,4953,2419
"Maxwell, Karen L",University of Toronto,Ontario,Project Grant,202109PJT,Microbiology & Infectious Diseases,A comprehensive investigation of the CRISPR-Cas9 / anti-CRISPR evolutionary arms race in Enterococcus faecalis: in vitro mechanism and in vivo implications,"$937,125 ",$0 ,5 yrs 0 mth ,Infection and Immunity,2022/04/01,"CRISPR-Cas9, anti-CRISPR, Enterococcus faecalis",0,zN/A,0,zN/A,4954,2419
"Mayer, Gaetan",Montreal Heart Institute,Quebec,Operating Grant,201309MOP,"Diabetes, Obesity, Lipid & Lipoprotein Disorders",Function of PCSK9 in LDLR and CD36 degradation: LDL cholesterol regulation and beyond.,"$524,521 ",$0 ,4 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2014/04/01,"PCSK9, LDLR, cholesterol",3,zN/A,0,zN/A,4955,2420
"Mayer, Gaetan",Montreal Heart Institute,Quebec,Project Grant,202403PJT,Pharmacology & Toxicology,Preclinical development of highly potent and orally bioavailable PCSK9 inhibitors for patients at high cardiovascular risk,"$929,476 ",$0 ,5 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",2024/10/01,"PCSK9, inhibitors, cardiovascular",0,zN/A,0,zN/A,4956,2420
