Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,External_Funding,External_Funding_Partner,Term_Years_Months
"Hardy, Pierre","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Quebec,Project Grant,201909PJT,Cancer Biology & Therapeutics 2,Investigation of the antineoplastic effect of miRNA-181a and development a novel pharmaceutical approaches for treating advanced retinoblastoma,"$642,600",$0,,,5 yrs 0 mth 
"Holt, Rob",University of British Columbia,British Columbia,Project Grant,202010PJT,Cancer Biology & Therapeutics,Lentiviral infusion as a universal approach for genetically modified immune effector cell therapies.,"$642,600",$0,,,4 yrs 0 mth 
"Ellis, Christopher G",Western University (Ontario),Ontario,Operating Grant,200909MOP,Medical Physics & Imaging,A Systems Approach to Sepsis: Pathological versus Adaptive Microvascular Responses,"$642,828",$0,,,5 yrs 0 mth 
"Kopp, Janel",University of British Columbia,British Columbia,Operating Grant,201503MOP,Cancer Progression & Therapeutics,Using genetically engineered mouse models to define variables producing pancreatic ductal adenocarcinoma heterogeneity,"$644,632",$0,,,5 yrs 0 mth 
"Sadikot, Abbas F",McGill University,Quebec,Operating Grant,201503MOP,Medical Physics & Imaging,"Development of Novel Methods for Analyzing the Structure and Connectivity of the Human Basal Ganglia, Thalamus and Brainstem","$645,025",$0,,,5 yrs 0 mth 
"Naus, Christian C",University of British Columbia,British Columbia,Operating Grant,200809MOP,Cancer Progression & Therapeutics,Pannexins as a novel growth regulator in gliomas,"$645,690",$0,,,5 yrs 0 mth 
"Anglesio, Michael S; Carey, Mark S; Koebel, Martin; Talhouk, Aline",University of British Columbia,British Columbia,Project Grant,202209PJT,Cancer Progression & Therapeutics,Deconvoluting Prognostic and Targetable Features of Endometrioid Ovarian Carcinomas of No Specific Molecular Profile,"$646,424",$0,,,3 yrs 0 mth 
"Sinnett, Daniel","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Quebec,Operating Grant,201003MOP,Cancer Progression & Therapeutics 2,Investigation of the genomic determinants of childhood leukemia using next-generation sequencing,"$647,040",$0,,,5 yrs 0 mth 
"Gendron, Fernand-Pierre",Université de Sherbrooke,Quebec,Operating Grant,201209MOP,Cancer Progression & Therapeutics 2,Regulation and role of P2Y6 nucleotide receptor in colorectal cancer,"$647,299",$0,,,5 yrs 0 mth 
"Lee, Patrick W",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,200903MOP,Cancer Biology & Therapeutics,Involvement of the DNA-dependent protein kinase (DNA-PK) in p53-mediated apoptosis.,"$648,339",$0,,,5 yrs 0 mth 
"Holdsworth, David W",Western University (Ontario),Ontario,Operating Grant,201209MOP,Medical Physics & Imaging,Real-time microscopy during high-frequency mechanostimulation of living cells,"$649,806",$0,,,5 yrs 0 mth 
"Chou, Leo",University of Toronto,Ontario,Project Grant,202309PJT,Biomedical Engineering 2,Lymph node targeting of DNA nanostructured vaccines,"$650,250",$0,,,5 yrs 0 mth 
"Edwards, W. Brent",University of Calgary,Alberta,Project Grant,202303PJT,Biomedical Engineering,"Quantifying the relationship between intracortical remodeling, microdamage, and bone quality in a novel in vivo loading model","$650,250",$0,,,5 yrs 0 mth 
"Gregorieff, Alex",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201709PJT,Cancer Biology & Therapeutics 2,Role of Hippo signaling in myofibroblasts during gut regeneration and tumorigenesis.,"$650,250",$0,,,5 yrs 0 mth 
"Stanisz, Greg J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201709PJT,Medical Physics & Imaging,Saturation Transfer MRI as a biomarker of tumour response to radiation treatment in patients with glioblastoma multiforme,"$650,250",$0,,,5 yrs 0 mth 
"Moghal, Nadeem; Raught, Brian",University Health Network (Toronto),Ontario,Project Grant,202010PJT,Cancer Progression & Therapeutics,Identification of novel therapeutic targets for SOX2-driven lung squamous cell carcinoma,"$650,252",$0,,,4 yrs 0 mth 
"Willett, Thomas",University of Waterloo (Ontario),Ontario,Project Grant,201803PJT,Biomedical Engineering,Oxidative Damage of Bone Collagen As A Mechanism Of Bone Fragility,"$653,157",$0,,,4 yrs 0 mth 
"Haji Reza, Parsin",University of Waterloo (Ontario),Ontario,Project Grant,202209PJT,Medical Physics & Imaging,Next Generation Surgical Microscopes for Rapid Virtual Histopathology,"$654,076",$0,,,4 yrs 0 mth 
"McGlade, Catherine J",Hospital for Sick Children (Toronto),Ontario,Operating Grant,201003MOP,Cancer Biology & Therapeutics,Function and regulation of Numb alternative splicing in cancer.,"$654,230",$0,,,5 yrs 0 mth 
"Chan, Jennifer A",University of Calgary,Alberta,Operating Grant,201309MOP,Cancer Progression & Therapeutics 2,The role of CIC in oligodendroglioma,"$656,900",$0,,,5 yrs 0 mth 
"Adachi, Jonathan D",McMaster University,Ontario,Operating Grant,201103MOP,Medical Physics & Imaging,On the development of bone quality parameters for assessing osteoporosis using peripheral quantitative computed tomography,"$657,828",$0,,,5 yrs 0 mth 
"Mazwi, Mjaye L; Goodfellow, Sebastian D",Hospital for Sick Children (Toronto),Ontario,Project Grant,202203PJT,Biomedical Engineering 2,Using heart rhythm detection as a prototype to translate machine learning equitably and reproducibly to the point of care,"$657,900",$0,,,3 yrs 0 mth 
"Saucier, Caroline",Université de Sherbrooke,Quebec,Operating Grant,201003MOP,Cancer Progression & Therapeutics,The role of receptor tyrosine kinases in the initiation and progression of colorectal cancer,"$657,991",$0,,,5 yrs 0 mth 
"Hoemann, Caroline D",Polytechnique Montréal,Quebec,Operating Grant,201309MOP,Biomedical Engineering,Defining therapeutic inflammation for cartilage repair,"$658,035",$0,,,5 yrs 0 mth 
"Jiang, Xiaoyan",University of British Columbia,British Columbia,Operating Grant,201309MOP,Cancer Progression & Therapeutics,Targeting Drug-Insensitive CML Stem Cells with Combination Therapy of New ABL and PP2A Inhibitors,"$658,800",$0,,,5 yrs 0 mth 
"Jirik, Frank R",University of Calgary,Alberta,Operating Grant,201503MOP,Cancer Progression & Therapeutics,Stimulator of interferon genes (STING)-induced tumour-associated macrophage re-education as a novel strategy for the treatment of lung cancer.,"$660,400",$0,,,4 yrs 0 mth 
"Lilge, Lothar",University Health Network (Toronto),Ontario,Operating Grant,200903MOP,Medical Physics & Imaging,Breast cancer risk assessment using optical transillumination spectroscopy,"$661,302",$0,,,5 yrs 0 mth 
"Mushahwar, Vivian",University of Alberta,Alberta,Operating Grant,201303MOP,Biomedical Engineering,Intraspinal Neural Prosthesis for Restoring Function after Spinal Cord Injury,"$661,685",$0,,,4 yrs 0 mth 
"Brambilla, Davide; Gravel, Simon-Pierre",Université de Montréal,Quebec,Project Grant,202303PJT,Biomedical Engineering 2,Long-lasting recovery of lysosomal acid lipase deficiency using non-viral delivery of non-integrating episomal DNA constructs.,"$661,725",$0,,,4 yrs 0 mth 
"Di Martino, Elena S",University of Calgary,Alberta,Project Grant,202104PJT,Biomedical Engineering,Precision assessment of the abdominal aortic aneurysm: role of heterogeneity at the macro and micro scales,"$661,725",$0,,,4 yrs 0 mth 
"Minchinton, Andrew I",University of British Columbia,British Columbia,Operating Grant,201109MOP,Cancer Biology & Therapeutics,Microenvironmental strategies for the optimal utilization of anti-angiogenic drugs combinations,"$662,588",$0,,,4 yrs 0 mth 
"Lu, Qing-Bin",University of Waterloo (Ontario),Ontario,Operating Grant,200909MOP,Medical Physics & Imaging,Molecular-Mechanism-Based Target Identification and Drug Discovery for Radiotherapy of Cancer,"$662,867",$0,,,5 yrs 0 mth 
"Fowke, Keith R",University of Manitoba,Manitoba,Operating Grant - Priority Announcement: Canadian HIV Vaccine Initiative,200903HVI,Virology & Viral Pathogenesis,The effect of the CD4 pathogenicity island on HIV susceptibility and disease progression,"$663,050",$0,,,5 yrs 0 mth 
"Dzavik, Vladimir",University Health Network (Toronto),Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Semaglutide to reduce Myocardial injury in PATIents with COVID-19 (SEMPATICO): An exploratory randomized controlled clinical trial,"$664,145",$0,,,1 yr 0 mth 
"Wilman, Alan H",University of Alberta,Alberta,Operating Grant,200909MOP,Medical Physics & Imaging,Quantitative MRI for Multiple Sclerosis,"$664,475",$0,,,5 yrs 0 mth 
"Hassell, John A",McMaster University,Ontario,Operating Grant,201503MOP,Cancer Progression & Therapeutics,Mechanism of action of drugs affecting serotonin signalling in breast cancer stem cells,"$664,508",$0,,,4 yrs 0 mth 
"Dennis, James W",Sinai Health System (Toronto),Ontario,Operating Grant,201403MOP,Cancer Progression & Therapeutics 2,Metabolic reprogramming in cancer cells and the hexosamine biosynthesis pathway,"$664,934",$0,,,5 yrs 0 mth 
"Shrive, Nigel G",University of Calgary,Alberta,Operating Grant,201209MOP,Biomedical Engineering,The mechanical causes of osteoarthritis,"$665,010",$0,,,5 yrs 0 mth 
"Eppert, Kolja",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201709PJT,Cancer Progression & Therapeutics,Novel targeted therapeutics against leukemia stem cells,"$665,550",$0,,,5 yrs 0 mth 
"Garzia, Livia",Research Institute of the McGill University Health Centre,Quebec,Project Grant,201809PJT,Cancer Progression & Therapeutics,Genetic drivers of medulloblastoma metastasis,"$665,550",$0,,,5 yrs 0 mth 
"MacIntosh, Bradley J","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201903PJT,Medical Physics & Imaging,Identifying vascular targets to treat cerebral small vessel disease,"$665,550",$0,,,5 yrs 0 mth 
"Silva Wurzba, Sabrina Daniela; Sadeghi, Nader",McGill University,Quebec,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Identification of biological properties and molecular signatures to predict treatment response in patients with advanced HPV positive oropharyngeal cancer,"$665,550",$0,,,5 yrs 0 mth 
"Witcher, Michael",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Quebec,Project Grant,201803PJT,Cancer Biology & Therapeutics,Oncogenic activity of poly (ADP-ribose) polymerase.,"$665,550",$0,,,5 yrs 0 mth 
"Shoichet, Molly S",University of Toronto,Ontario,Project Grant,202209PJT,Biomedical Engineering 2,Overcoming ER+ Breast Cancer with Fulvestrant-siRNA co-delivery,"$665,552",$0,,,4 yrs 0 mth 
"Willett, Thomas",University of Waterloo (Ontario),Ontario,Project Grant,201709PJT,Biomedical Engineering,Bone-mimetic nanocomposite biomaterials for critically-sized skeletal defect reconstruction,"$665,552",$0,,,4 yrs 0 mth 
"Duronio, Vincent",University of British Columbia,British Columbia,Operating Grant,201003MOP,Cancer Biology & Therapeutics,MCL-1: Functions in the nucleus regulating cell cycle and DNA damage response,"$665,920",$0,,,5 yrs 0 mth 
"Salcudean, Septimiu E; Black, Peter C",University of British Columbia,British Columbia,Operating Grant,201503MOP,Medical Physics & Imaging,Image guidance for radical prostatectomy,"$667,966",$0,,,5 yrs 0 mth 
"Denault, Jean-Bernard; Lavoie, Christine; Saucier, Caroline",Université de Sherbrooke,Quebec,Project Grant,201809PJT,Cancer Biology & Therapeutics 2,Non-canonical role of initiator caspases in colorectal cancer,"$669,375",$0,,,5 yrs 0 mth 
"Dunn, Jeff F",University of Calgary,Alberta,Project Grant,201709PJT,Medical Physics & Imaging 2,Functional near-infrared spectroscopic measures of coherence as a new bio-marker of injury in mTBI patients,"$669,375",$0,,,5 yrs 0 mth 
"McGuigan, Alison P",University of Toronto,Ontario,Project Grant,202010PJT,Cancer Biology & Therapeutics 2,Deciphering the impact of genetic and microenvironmental variation on pancreatic ductal adenocarcinoma (PDAC) cell phenotype and response to therapy,"$669,375",$0,,,5 yrs 0 mth 
"Champagne, Pierre-Olivier",Université Laval,Quebec,Project Grant,202303PJT,Biomedical Engineering 2,Organogenèse de muqueuse nasale autologue pour la reconstruction endoscopique endonasale en chirurgie de la base du crâne,"$669,376",$0,,,5 yrs 0 mth 
"Shadgan, Babak",University of British Columbia,British Columbia,Project Grant,202303PJT,Biomedical Engineering,Advanced optical monitoring of free tissue transfer hemodynamics,"$669,376",$0,,,4 yrs 0 mth 
"Zoubeidi, Amina",University of British Columbia,British Columbia,Project Grant,201803PJT,Cancer Biology & Therapeutics 2,Hormone therapy induces reprogramming to drive aggressive prostate cancer,"$669,376",$0,,,5 yrs 0 mth 
"Sanche, Léon",Université de Sherbrooke,Quebec,Operating Grant,201209MOP,Medical Physics & Imaging,Secondary electron collision cross sections for use in radiotherapy and radioprotection/Sections efficaces de diffusion des électrons secondaires pour utilisation en radiothérapie et radioprotection.,"$670,172",$0,,,5 yrs 0 mth 
"Nelson, Brad H",University of British Columbia,British Columbia,Operating Grant,201003MOP,Cancer Biology & Therapeutics,Toward personalized immunotherapy: identifying tumour-specific factors that dictate the response of spontaneous mammary cancers to T cells,"$671,932",$0,,,5 yrs 0 mth 
"Hoge, Richard D","CIUSSS du Centre-Sud-de-l'Île-de-Montréal (Montréal, Québec)",Quebec,Operating Grant,201203MOP,Medical Physics & Imaging,MRI characterization of neurovascular function in carotid artery disease,"$672,197",$0,,,5 yrs 0 mth 
"Cheyne, Douglas O",Hospital for Sick Children (Toronto),Ontario,Project Grant,201709PJT,Medical Physics & Imaging 2,Non-invasive imaging of sensorimotor plasticity following cranial nerve repair,"$673,200",$0,,,5 yrs 0 mth 
"Duval, Michel","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Quebec,Project Grant,201903PJT,Cancer Progression & Therapeutics,Adoptive transfers of in vitro differentiated plasmacytoid dendritic cells to prevent acute lymphoblastic leukemia relapse: mechanisms and biomarkers of sensitivity,"$673,200",$0,,,4 yrs 0 mth 
"Guidolin, Leila M",Carleton University (Ottawa),Ontario,Project Grant,202309PJT,Medical Physics & Imaging,Mapping ECM Remodelling in Asthma Using Multimodal Imaging and Physiologically-Relevant Tissue Models,"$673,200",$0,,,5 yrs 0 mth 
"Nepveu, Alain",McGill University,Quebec,Project Grant,201909PJT,Cancer Biology & Therapeutics,The Tumor Suppressor Function of CUX1,"$673,200",$0,,,4 yrs 0 mth 
"O'Reilly, Meaghan","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Ontario,Project Grant,201809PJT,Medical Physics & Imaging,Ultrasound-Mediated Drug Delivery to the Spinal Cord,"$673,200",$0,,,5 yrs 0 mth 
"Prisman, Eitan; Salcudean, Septimiu E",University of British Columbia,British Columbia,Project Grant,202409PJT,Biomedical Engineering,Assessing the role of 3D ultrasonography and image guidance during transoral robotic surgery for oropharyngeal cancer,"$673,200",$0,,,5 yrs 0 mth 
"Provost, Jean",Polytechnique Montréal,Quebec,Project Grant,202010PJT,Medical Physics & Imaging,Dynamic Ultrasound Localization Pulsatility Imaging,"$673,200",$0,,,5 yrs 0 mth 
"Cattral, Mark S",University Health Network (Toronto),Ontario,Operating Grant,201303MOP,Cancer Biology & Therapeutics,Investigation of Dendritic Cell De-differentiation in Cancer,"$673,346",$0,,,5 yrs 0 mth 
"Götte, Matthias",University of Alberta,Alberta,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development and Evaluation of SARS-CoV-2 RNA Polymerase Inhibitors,"$675,000",$0,,,2 yrs 0 mth 
"Wilson, David R; Mackay, Alexander L",University of British Columbia,British Columbia,Operating Grant,201003MOP,Biomedical Engineering,Imaging-based assessments of knee mechanics,"$676,920",$0,,,5 yrs 0 mth 
"Minchinton, Andrew I",University of British Columbia,British Columbia,Project Grant,202109PJT,Cancer Biology & Therapeutics 2,Metabolic manipulation of hypoxia for improved radiotherapy response,"$677,024",$0,,,4 yrs 0 mth 
"Foster, Paula J",Western University (Ontario),Ontario,Project Grant,202409PJT,Medical Physics & Imaging,Developing Magnetic Particle Imaging (MPI) Lymphography,"$677,025",$0,,,5 yrs 0 mth 
"Li, Jianyu",McGill University,Quebec,Project Grant,202109PJT,Biomedical Engineering,Bioengineering Tough Blood Clots for Hemorrhage Control,"$677,025",$0,,,5 yrs 0 mth 
"Zarrine-Afsar, Arash",University Health Network (Toronto),Ontario,Project Grant,202109PJT,Medical Physics & Imaging,Picosecond InfraRed Laser Mass Spectrometry (PIRL-MS) for Rapid Determination of Pediatric Brain Tumour Pathology,"$677,025",$0,,,5 yrs 0 mth 
"Mahshid, Sara; Rak, Janusz; Reisner, Walter W; Zadeh, Gelareh",McGill University,Quebec,Project Grant,202403PJT,Biomedical Engineering 2,Molecular profiling of single extracellular vesicles reveals therapeutic effects of temozolomide in GBM patients,"$677,026",$0,,,5 yrs 0 mth 
