Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"McDonald, Braedon A; Gillrie, Mark R; Thornton, Christina S",University of Calgary,Project Grant,202409PJT,Respiratory System,Re-defining airway colonization by Candida in ventilator-associated pneumonia,"$776,475",$0,5 yrs 0 mth 
"Montandon, Gaspard",Unity Health Toronto,Project Grant,201803PJT,Respiratory System,Neural and Molecular Basis of Opioid-Induced Respiratory Depression,"$745,876",$0,5 yrs 0 mth 
"Montandon, Gaspard",Unity Health Toronto,Project Grant,202303PJT,Respiratory System,"Unravelling the neural basis of breathing, respiratory depression, and analgesia by opioid drugs.","$891,226",$0,5 yrs 0 mth 
"Mookherjee, Neeloffer",University of Manitoba,Project Grant,201709PJT,Respiratory System,Innate Defence Regulator (IDR) peptides: Regulatory mechanisms in the control of asthma,"$661,725",$0,5 yrs 0 mth 
"Morissette, Mathieu",Université Laval,Project Grant,201903PJT,Respiratory System,Deciphering the role of PTPN6/SHP-1 and its mutant PTPN6/SHP-1Ala455Thr in the development of pulmonary emphysema,"$707,626",$0,5 yrs 0 mth 
"Neder Serafini, Jose Alberto; Kirby, Miranda A; Santyr, Giles E","Queen's University (Kingston, Ontario)",Project Grant,202309PJT,Respiratory System,Combining pulmonary functional imaging and clinical respiratory physiology to uncover the structural determinants of wasted ventilation in dyspneic patients at the initial stages of COPD,"$344,250",$0,2 yrs 0 mth 
"Newton, Robert",University of Calgary,Operating Grant,201209MOP,Respiratory System,Understanding glucocorticoid action in the airways: Unravelling complexity,"$703,000",$0,5 yrs 0 mth 
"Newton, Robert",University of Calgary,Project Grant,201709PJT,Respiratory System,Molecular mechanisms underlying the clinical efficacy of inhaled corticosteroid/long-acting beta2-adrenoceptor agonist combination therapies in asthma,"$1,078,650",$0,5 yrs 0 mth 
"Nurse, Colin A",McMaster University,Operating Grant,200903MOP,Respiratory System,Sensory processing and plasticity at peripheral arterial chemoreceptors in co-culture,"$758,214",$0,5 yrs 0 mth 
"Nurse, Colin A",McMaster University,Operating Grant,201109MOP,Respiratory System,Impairment of O2 and CO2/H+ Chemosensing in Perinatal Adrenal Chromaffin Cells by Chronic Opioids,"$412,124",$0,3 yrs 0 mth 
"Nurse, Colin A",McMaster University,Operating Grant,201503MOP,Respiratory System,Sensory processing and plasticity at peripheral arterial chemoreceptors,"$707,239",$0,5 yrs 0 mth 
"Pagliardini, Silvia",University of Alberta,Project Grant,201709PJT,Respiratory System,"The ""Ins"" and ""Outs"" of ventilation during sleep: Brainstem coordination of active inspiration AND expiration","$734,400",$0,5 yrs 0 mth 
"Pagliardini, Silvia",University of Alberta,Project Grant,202209PJT,Respiratory System,Cellular and system investigation of the role of sex hormones and PHOX2B on respiratory control,"$719,100",$0,5 yrs 0 mth 
"Palaniyar, Nades",Hospital for Sick Children (Toronto),Operating Grant,201009MOP,Respiratory System,Therapeutic potential of surfactant protein D (SP-D): Enhancing neutrophil extracellular trap (NET) function and subsequent NET-immune complex clearance by macrophages,"$636,424",$0,5 yrs 0 mth 
"Parkins, Michael D",University of Calgary,Project Grant,201903PJT,Respiratory System,The influence of Cytomegalovirus infection on cystic fibrosis disease progression,"$956,252",$0,6 yrs 0 mth 
"Parotto, Matteo; Adhikari, Neill K; Law, John A; Sklar, Michael C; Tsang, Jennifer L; Wijeysundera, Duminda N",University Health Network (Toronto),Project Grant,202309PJT,Respiratory System,EXtubation related complications - an international observational study To Understand impact and BEst practices - the EXTUBE study,"$1,033,515",$0,2 yrs 6 mths 
"Parraga, Grace",Western University (Ontario),Operating Grant,201309MOP,Respiratory System,Structure-Function Magnetic Resonance Imaging of Asthma,"$589,013",$0,5 yrs 0 mth 
"Pascoe, Christopher D",University of Manitoba,Project Grant,202309PJT,Respiratory System,Impact of exposure to hyperglycemia during pregnancy on offspring airway smooth muscle contractility and the activity of RhoA,"$784,125",$0,5 yrs 0 mth 
"Pascoe, Christopher D",University of Manitoba,Project Grant,202210PJT,Respiratory System,Impact of maternal hyperglycemia on offspring airway smooth muscle contractility and the activity of RhoA.,"$100,000",$0,1 yr 0 mth 
"Peever, John H",University of Toronto,Operating Grant,200809MOP,Respiratory System,Mechanisms of respiratory motor suppression in sleep: Relevance to obstructive sleep apnea,"$737,490",$0,5 yrs 0 mth 
"Petrof, Basil J",Research Institute of the McGill University Health Centre,Operating Grant,201103MOP,Respiratory System,Strategies for therapy of respiratory muscle failure in muscular dystrophy.,"$708,963",$0,5 yrs 0 mth 
"Petrof, Basil J",Research Institute of the McGill University Health Centre,Operating Grant,201203MOP,Respiratory System,Ventilator-induced diaphragmatic dysfunction.,"$722,231",$0,5 yrs 0 mth 
"Petrof, Basil J",Research Institute of the McGill University Health Centre,Project Grant,201909PJT,Respiratory System,Understanding the basis of diaphragmatic weakness in critical illness,"$726,750",$0,5 yrs 0 mth 
"Petrof, Basil J",Research Institute of the McGill University Health Centre,Project Grant,202109PJT,Respiratory System,Novel therapies for diaphragm failure in muscular dystrophy,"$906,525",$0,5 yrs 0 mth 
"Petrof, Basil J",Research Institute of the McGill University Health Centre,Project Grant,202409PJT,Respiratory System,The role of trained macrophages in dystrophic diaphragm pathology,"$1,055,700",$0,5 yrs 0 mth 
"Post, Martin",Hospital for Sick Children (Toronto),Operating Grant,201003MOP,Respiratory System,Epithelial-mesenchymal (endothelial)interactions regulate postnatal lung development,"$792,378",$0,5 yrs 0 mth 
"Post, Martin",Hospital for Sick Children (Toronto),Operating Grant,201203MOP,Respiratory System,Effect of mechanical forces on lung development,"$716,516",$0,5 yrs 0 mth 
"Poulin, Marc J",University of Calgary,Operating Grant,201209MOP,Respiratory System,Regulation of cerebral blood flow in obstructive sleep apnea,"$774,740",$0,5 yrs 0 mth 
"Poulin, Marc J",University of Calgary,Operating Grant,200809MOP,Respiratory System,Regulation of cerebral blood flow in obstructive sleep apnea,"$238,323",$0,3 yrs 0 mth 
"Poulin, Marc J",University of Calgary,Project Grant,201809PJT,Respiratory System,Regulation of cerebral blood flow in obstructive sleep apnea,"$868,275",$0,5 yrs 0 mth 
"Praud, Jean-Paul",Université de Sherbrooke,Operating Grant,201209MOP,Respiratory System,Laryngeal and esophageal consequences of nasal respiratory support in newborns,"$630,165",$0,5 yrs 0 mth 
"Praud, Jean-Paul",Université de Sherbrooke,Project Grant,201809PJT,Respiratory System,Lower Airway Protection in the Preterm Infant on Nasal Respiratory Support,"$699,975",$0,5 yrs 0 mth 
"Proud, David",University of Calgary,Operating Grant,201009MOP,Respiratory System,Rhinovirus induced exacerbations of asthma and COPD,"$810,305",$0,5 yrs 0 mth 
"Provencher, Steeve",Université Laval,Operating Grant,201503MOP,Respiratory System,RUNX2-related Pulmonary Artery Remodeling and Calcification in Pulmonary Arterial Hypertension,"$623,543",$0,5 yrs 0 mth 
"Provencher, Steeve",Université Laval,Operating Grant,201403MOP,Respiratory System,Impaired systemic angiogenesis in pulmonary arterial hypertension,"$448,855",$0,4 yrs 0 mth 
"Provencher, Steeve",Université Laval,Project Grant,202303PJT,Respiratory System,Targeting Mitosis and Senescence to Reverse Pulmonary Hypertension: A Promising Therapeutic Strategy,"$864,450",$0,5 yrs 0 mth 
"Rassier, Dilson E; Hussain, Sabah N",McGill University,Operating Grant,201309MOP,Respiratory System,Mechanisms underlying diaphragm weakness induced by mechanical ventilation,"$477,730",$0,5 yrs 0 mth 
"Richards, Carl D",McMaster University,Operating Grant,200909MOP,Respiratory System,Mediation of allergic airway inflammation and pathology by Oncostatin M,"$755,800",$0,5 yrs 0 mth 
"Richards, Carl D",McMaster University,Project Grant,202209PJT,Respiratory System,Control of Mucosal Barrier Dysfunction in Severe Lung Inflammation,"$791,775",$0,5 yrs 0 mth 
"Rousseau, Simon",Research Institute of the McGill University Health Centre,Operating Grant,201203MOP,Respiratory System,Role of epithelium-derived IL-33 in driving lung inflammation in Cystic Fibrosis patients,"$571,721",$0,5 yrs 0 mth 
"Rowe, Brian H",University of Alberta,Operating Grant,201109MOP,Respiratory System,ED-directed interventions to improve outcomes after asthma exacerbations,"$445,972",$0,2 yrs 6 mths 
"Rubin, Barry B",University Health Network (Toronto),Operating Grant,200809MOP,Respiratory System,Role of Group V and Group X secretory phospholipases A2 in the innate immune response to pulmonary bacterial infection.,"$388,518",$0,4 yrs 0 mth 
"Satia, Imran",McMaster University,Project Grant,202409PJT,Respiratory System,Psychometric evaluation of the McMaster Cough Severity Questionnaire: a new cough severity instrument for patients with chronic cough,"$573,750",$0,3 yrs 0 mth 
"Schemitsch, Emil H; Dehghan, Niloofar; Mckee, Michael D; Nauth, Aaron",Unity Health Toronto,Operating Grant,201503MOP,Respiratory System,Operative versus Non-operative Treatment of Acute Unstable Chest Wall Injuries: A Multi-Centred Randomized Controlled Trial,"$682,546",$0,5 yrs 0 mth 
"Seely, Andrew J",Ottawa Hospital Research Institute,Operating Grant,201003MOP,Respiratory System,Weaning and Variability Evaluation (WAVE)- a multicenter evaluation of altered heart rate and respiratory rate variability to predict extubation failure,"$536,533",$0,3 yrs 0 mth 
"Seow, Chun Y; Pare, Peter D",University of British Columbia,Operating Grant,200909MOP,Respiratory System,Mechanical Properties Of Human Airway Smooth Muscle In Vitro And In Vivo: Normal Structure And Function And Abnormalities In Asthma,"$650,505",$0,5 yrs 0 mth 
"Seow, Chun Y",University of British Columbia,Operating Grant,201203MOP,Respiratory System,Plasticity in airway smooth muscle,"$604,976",$0,5 yrs 0 mth 
"Seow, Chun Y",University of British Columbia,Project Grant,202203PJT,Respiratory System,Mechanisms underlying the bronchodilatory effect of deep inspiration in health and asthma: from airway smooth muscle to the whole lung,"$680,850",$0,5 yrs 0 mth 
"Sin, Donald",University of British Columbia,Project Grant,202104PJT,Respiratory System,A Novel Approach to Discover Therapeutic and Biomarker Targets and Enable Precision Health in COPD: TORCH (Towards Omics and imaging to Revolutionize COPD Health),"$952,426",$0,5 yrs 0 mth 
"Slutsky, Arthur S",Unity Health Toronto,Operating Grant,200909MOP,Respiratory System,Mechanisms of ventilator-induced pulmonary fibrosis and its therapy,"$807,658",$0,5 yrs 0 mth 
"Soussi Gounni, Abdelilah",University of Manitoba,Operating Grant,201103MOP,Respiratory System,Role of IgE/FceRI pathway in Airway Smooth Muscle Function in Allergic Asthma,"$664,241",$0,5 yrs 0 mth 
"Soussi Gounni, Abdelilah",University of Manitoba,Project Grant,202003PJT,Respiratory System,The impact of epithelial cell derived semaphorin3E on airway remodeling in allergic asthma,"$757,350",$0,5 yrs 0 mth 
"Stampfli, Martin R",McMaster University,Operating Grant,200903MOP,Respiratory System,Mechanisms of exacerbated inflammatory responses following heterologous pulmonary infections.,"$366,270",$0,3 yrs 0 mth 
"Stampfli, Martin R",McMaster University,Operating Grant,201103MOP,Respiratory System,Role of IL-1alpha in cigarette smoke-induced inflammation and microbial exacerbations.,"$775,054",$0,5 yrs 0 mth 
"Stampfli, Martin R; Nair, Parameswaran K",McMaster University,Project Grant,201803PJT,Respiratory System,Investigating the impact of cigarette smoke on antibody responses in the respiratory tract mucosa,"$967,726",$0,5 yrs 0 mth 
"Steinberg, Benjamin E",Hospital for Sick Children (Toronto),Project Grant,202403PJT,Respiratory System,Mechanism of activation and therapeutic targeting of lytic cell death in pulmonary arterial hypertension,"$875,926",$0,5 yrs 0 mth 
"Stephenson, Anne",Unity Health Toronto,Operating Grant,201109MOP,Respiratory System,SURVIVCF: Survival and Transplantation in Canadians with Cystic Fibrosis,"$199,660",$0,3 yrs 0 mth 
"Stewart, Duncan J",Ottawa Hospital Research Institute,Project Grant,202203PJT,Respiratory System,Microvascular Endothelial Loss and Regeneration in Acute Lung Injury,"$1,178,100",$0,5 yrs 0 mth 
"Stickland, Michael K",University of Alberta,Operating Grant,201003MOP,Respiratory System,Carotid chemoreception and sympathetic nervous activity in chronic obstructive pulmonary disease,"$351,474",$0,3 yrs 0 mth 
"Stickland, Michael K",University of Alberta,Project Grant,202003PJT,Respiratory System,Pulmonary vascular dysfunction and exercise in chronic obstructive pulmonary disease,"$726,750",$0,5 yrs 0 mth 
"Subbarao, Padmaja",Hospital for Sick Children (Toronto),Operating Grant,201309MOP,Respiratory System,Lung function in preschool children: Utility in diagnosis of asthma,"$447,196",$0,5 yrs 0 mth 
"Svenningsen, Sarah; Nair, Parameswaran K",McMaster University,Project Grant,202309PJT,Respiratory System,Therapeutic Relevance of Abnormal Airway Morphology in Asthma: A Path to Optimized Management and Drug Development (AirPATH Study),"$994,501",$0,3 yrs 0 mth 
"Syed, Naweed I",University of Calgary,Operating Grant,201103MOP,Respiratory System,Neuronal and chemosensory basis of respiratory rhythm generation in a model system,"$591,775",$0,5 yrs 0 mth 
"Tanswell, A. K",Hospital for Sick Children (Toronto),Operating Grant,201003MOP,Respiratory System,Role of reactive oxygen/nitrogen species in normal and aberrant postnatal lung growth,"$557,560",$0,5 yrs 0 mth 
"Thebaud, Bernard",University of Alberta,Operating Grant,200903MOP,Respiratory System,"Role of Angiogenesis During Lung Development, Injury and Repair","$749,994",$0,5 yrs 0 mth 
"Thebaud, Bernard",Ottawa Hospital Research Institute,Operating Grant,201303MOP,Respiratory System,Therapeutic potential of stem cells in lung injury,"$769,855",$0,5 yrs 0 mth 
"Thebaud, Bernard",Ottawa Hospital Research Institute,Project Grant,202210PJT,Respiratory System,Therapeutic potential of stem cells in lung injury,"$100,000",$0,1 yr 0 mth 
"Thebaud, Bernard",Ottawa Hospital Research Institute,Project Grant,202303PJT,Respiratory System,Therapeutic potential of stem cells in lung injury,"$971,550",$0,5 yrs 0 mth 
"Thomas, David Y",McGill University,Operating Grant,201109MOP,Respiratory System,Biological variability of the response to protein trafficking correctors of cystic fibrosis,"$985,360",$0,5 yrs 0 mth 
"Veldhuizen, Rudolf A; Lewis, James F",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant,201103MOP,Respiratory System,The effects of mechanical ventilation on the biophysical properties of pulmonary surfactant,"$499,725",$0,5 yrs 0 mth 
"Veldhuizen, Rudolf A; Lewis, James F",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant,201010MOP,Respiratory System,The effects of mechanical ventilation on the biophysical properties of pulmonary surfactant,"$100,000",$0,1 yr 0 mth 
